아타,63,197
마타,42,169
바카,53,140
마라,58,165
자라,71,177
아나,77,148
마나,51,163
아타,65,198
나타,79,162
자하,60,155
가자,92,168
타자,65,178
파다,95,163
아가,69,140
자사,85,168
가나,63,152
나마,96,156
가마,46,188
사차,57,147
하타,89,157
다아,58,193
라바,83,173
사나,89,148
파다,77,184
가사,92,190
마아,54,149
마자,96,164
차아,89,195
타가,88,197
자아,90,185
카차,43,199
사아,99,165
바라,68,171
나다,56,196
바가,63,178
라라,41,183
자마,90,160
사다,49,141
아자,51,150
아다,76,148
라타,71,197
사사,77,182
하타,71,155
자라,81,192
하다,86,145
나가,43,154
나카,43,196
가나,46,155
바아,65,183
사바,91,156
하카,93,181
자카,53,181
타파,69,181
자파,71,175
라하,73,147
바파,99,160
차카,96,172
사바,73,143
타차,88,190
파다,69,192
나하,74,167
라카,48,163
차차,87,152
차바,98,195
파나,43,189
카차,98,193
하타,66,162
아가,88,188
라다,73,190
마마,98,190
차마,75,183
타다,57,189
차라,92,155
가다,40,191
자라,70,173
차사,73,150
아하,76,194
마타,42,181
마자,85,188
라아,91,152
아다,65,159
하마,73,152
차타,86,173
다나,96,192
하사,53,166
라타,60,182
파나,78,193
하차,64,193
바라,55,189
하사,76,179
타차,42,145
나마,60,198
나라,82,150
차마,74,149
자바,85,158
마다,41,184
사가,52,166
하아,45,198
타아,81,176
자라,49,165
자나,63,168
라가,64,198
아파,44,172
차카,62,145
타카,48,191
차나,40,175
다자,87,155
자아,92,185
카자,49,188
마카,47,172
나하,82,156
타아,48,161
타사,61,145
마다,49,144
타가,98,175
타아,84,164
바마,47,184
차아,99,187
파자,68,169
차다,51,154
다나,54,193
파사,94,183
하아,77,171
파사,95,188
차바,50,185
카카,74,188
사타,68,148
하타,51,159
마나,62,176
마사,90,181
차라,89,175
파타,55,188
나타,53,175
마하,70,182
마사,74,147
마타,86,170
마라,60,181
차마,84,173
마아,55,152
하나,90,144
파사,56,141
하아,48,142
바타,49,189
마나,74,182
파다,61,195
하하,88,142
나파,92,165
차파,91,183
바다,75,149
라라,78,148
가아,45,177
사사,51,176
자하,64,180
차카,65,182
사바,64,191
라아,66,165
아다,71,142
마사,50,157
가아,57,178
하카,58,195
자자,54,142
라나,43,144
라카,52,174
차가,82,165
마마,96,169
마다,81,163
하사,54,143
카나,90,186
가아,91,196
하차,85,196
카라,86,144
가하,49,158
라마,90,162
사자,85,191
나바,80,191
라라,48,191
차카,53,144
아사,50,187
나아,44,188
마자,54,175
차파,86,171
파마,84,148
라하,61,175
라자,76,157
사파,89,191
타하,45,169
나아,46,175
파타,50,192
아나,64,172
마다,49,155
가아,67,178
사타,44,166
가나,61,144
바사,71,149
자바,46,161
아가,46,160
아카,90,173
아나,89,190
라타,79,165
아가,48,193
바하,76,158
바파,86,184
아아,65,179
파바,99,147
라바,73,144
바다,64,142
가카,61,180
다사,50,191
바마,59,162
사라,41,189
라파,89,198
자타,94,168
파아,52,164
사다,59,172
카자,88,157
카차,71,173
가차,47,146
차가,60,151
파하,79,153
사자,74,193
마다,45,171
자하,43,192
마파,56,178
바타,42,159
바다,53,166
하차,85,159
카다,98,184
바마,64,192
차라,94,145
마마,87,180
아바,69,177
타마,85,169
마자,43,191
파아,95,147
파차,81,152
아나,47,186
아아,59,159
바바,44,147
하다,61,166
차가,79,169
아나,45,174
아나,72,148
자다,98,145
라마,83,183
카자,44,193
라나,72,147
나차,45,197
카타,58,148
아자,76,196
카마,67,187
마다,55,161
자아,87,189
사아,70,178
마차,81,164
하자,90,191
파사,43,199
하파,87,180
사다,41,154
바사,50,149
바라,93,140
마사,45,172
하타,73,187
바가,73,156
하사,69,198
하차,80,152
하파,85,194
카사,97,149
마차,40,150
바라,63,140
타라,69,147
가마,69,174
하마,69,152
사카,67,164
마라,44,159
타다,83,148
파바,76,169
사다,42,143
라라,48,163
자사,91,154
파나,46,191
하하,62,159
아아,70,158
자마,62,186
바아,94,160
사나,47,169
하차,89,166
라차,80,141
다자,45,175
카파,83,178
자사,62,183
하하,80,149
다하,63,160
자다,62,181
다마,92,192
가카,87,162
차자,79,189
자자,64,171
자사,41,144
파마,53,156
가가,53,199
사차,57,184
다가,99,166
차나,62,196
차카,58,176
타아,68,196
카파,40,160
마나,84,149
다차,47,163
타바,86,177
아마,63,142
카파,66,140
사마,72,155
하차,53,177
바하,74,153
다라,88,159
라바,94,150
라하,72,146
자다,68,164
바파,52,195
하사,88,154
마타,68,149
라바,89,170
차바,58,189
나마,44,152
가카,84,162
바아,55,163
아가,53,185
아라,64,159
바하,47,153
하자,94,183
타사,78,159
하바,55,191
아자,43,162
라가,64,199
카하,76,196
아가,92,180
나타,73,175
나바,49,155
라사,47,185
타하,64,153
카다,73,187
자바,86,144
가다,52,188
차카,76,146
마다,55,141
차마,53,163
파나,82,172
타파,84,180
파차,61,162
나다,71,168
파하,42,179
바하,69,151
아하,70,197
바하,82,146
라가,82,182
라차,43,197
파차,69,175
나라,69,165
사다,68,140
마다,63,152
하파,83,181
카차,69,171
자카,60,142
나나,46,154
차차,96,179
파사,54,161
마다,89,167
아하,95,144
차자,75,149
라하,60,190
마파,40,187
사아,43,191
마가,83,142
다라,47,146
가다,69,170
바카,43,186
파나,61,193
나카,73,184
다자,70,143
자차,94,180
마아,49,193
라아,84,154
사아,49,174
사라,51,166
바파,61,151
바카,60,146
아카,46,178
하자,90,182
하타,52,177
자카,71,171
바다,64,171
바아,43,157
가하,51,189
파마,82,142
카바,85,166
사자,99,150
가사,94,154
타마,94,156
라카,88,181
차나,59,190
파라,70,151
타파,98,161
차아,50,188
하가,41,194
사차,68,179
라카,41,161
파타,94,164
가마,72,184
나카,54,192
바파,91,197
사자,90,178
나카,85,144
하차,70,189
아타,85,156
나라,69,165
자사,78,190
하나,62,179
나자,53,151
아라,81,181
마라,49,189
타자,89,173
하하,85,174
마차,44,147
사자,48,176
아파,62,157
라라,86,157
마나,97,185
다나,53,151
가라,64,170
사다,85,197
아마,64,148
사자,58,161
파카,61,184
가바,89,179
바파,93,168
파라,44,193
마아,77,163
나자,50,140
자파,71,199
바타,91,159
하카,54,151
라다,67,141
타파,69,141
타자,88,187
아바,42,193
자차,63,148
사나,81,171
사타,91,140
마파,70,174
자타,51,158
하바,79,157
자자,98,159
나사,79,157
나카,48,178
다나,82,189
